gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d013073	TF	M01756	246.0	0.0017695139911634758	2.0119047619047623	5.537055641128078	bHLH-transcription factor 159	Transcription factor bHLH7	AT4G02590	UNE12	bHLH-transcription factor 159 (UNE12)	True	Transcription factor bHLH7	0.0	0.291885829408846	0.28300000000000003	0.001	0.0	Bundle_sheath
Zm00001d013119	TF	M01313	42.0	0.0017695139911634758	3.084427767354597	8.488795539563075	TCP-transcription factor 44	Transcription factor TCP2	AT1G30210	TCP24	TCP-transcription factor 44 (TCP24)	True							
Zm00001d013357	TF	M01052	226.0	0.0017695139911634758	2.0989399293286217	5.776589128938184	bHLH-transcription factor 154	Transcription factor bHLH62	AT1G10120		bHLH-transcription factor 154	True							
Zm00001d013547	TF	M02227	658.0	0.0019236311239193085	1.233502538071066	3.350042658656271	Homeobox-transcription factor 37	BEL1-like homeodomain protein 3	AT2G16400	BLH7	Homeobox-transcription factor 37 (BLH7)	True							
Zm00001d013559	TF	M01064	386.0	0.0017695139911634758	1.62987012987013	4.48564055704082	Zm00001d013559	Homeobox protein knotted-1-like 1	AT4G08150	KNAT1	Zm00001d013559 (KNAT1)	True							
Zm00001d013560	TF	M01064	386.0	0.0017695139911634758	1.62987012987013	4.48564055704082	knotted related homeobox10	knotted related homeobox10			knotted related homeobox10	True							
Zm00001d013625	TF	M02261	355.0	0.0017695139911634758	1.7223587223587224	4.740182666824444	LBD-transcription factor 26	LOB domain-containing protein 4	AT1G31320	LBD4	LBD-transcription factor 26 (LBD4)	True							
Zm00001d013631	TF	M00216	38.0	0.0017695139911634758	3.120967741935484	8.589358884414562	TATA-binding protein2	TATA-box-binding protein 2	AT1G55520	TBP2	TATA-binding protein2 (TBP2)	True							
Zm00001d013661	TF	M00889	300.0	0.0017695139911634758	1.8584686774942	5.114777135293753	Zm00001d013661	Putative axial regulator YABBY 2	AT1G08465	YAB2	Zm00001d013661 (YAB2)	True							
Zm00001d013662	TF	M00889	300.0	0.0017695139911634758	1.8584686774942	5.114777135293753	C2C2-YABBY-transcription factor 6	C2C2-YABBY-transcription factor 6	AT2G26580	YAB5	C2C2-YABBY-transcription factor 6 (YAB5)	True							
Zm00001d013663	TF	M00889	300.0	0.0017695139911634758	1.8584686774942	5.114777135293753	Zm00001d013663	Putative axial regulator YABBY 2	AT2G26580	YAB5	Zm00001d013663 (YAB5)	True							
Zm00001d013724	TF	M01062	3.0	0.0017695139911634758	4.299632352941177	11.83321597792247	C2C2-Dof-transcription factor 26	Dof zinc finger protein DOF1.6	AT1G51700	DOF1	C2C2-Dof-transcription factor 26 (DOF1)	True							
Zm00001d013849	TF	M06968	299.0	0.0017695139911634758	1.8732057416267944	5.15533568738535	Trihelix-transcription factor 19	Trihelix transcription factor GT-2	AT1G76880		Trihelix-transcription factor 19	True							
Zm00001d013895	TF	M00889	300.0	0.0017695139911634758	1.8584686774942	5.114777135293753	yabby9	Yabby9 protein	AT2G45190	YAB1	yabby9 (YAB1)	True							
Zm00001d014013	TF	M06708	711.0	0.005625	1.1515151515151516	2.5907679994615394	ARF-transcription factor 17	Auxin response factor 16	AT4G30080	ARF16	ARF-transcription factor 17 (ARF16)	True							
Zm00001d014132	TF	M08108	197.0	0.0017695139911634758	2.1825396825396823	6.006667855267144	E2F-DP-transcription factor 218	Transcription factor-like protein DPB	AT5G03415	DPB	E2F-DP-transcription factor 218 (DPB)	True							
Zm00001d014133	TF	M08108	197.0	0.0017695139911634758	2.1825396825396823	6.006667855267144	Zm00001d014133				Zm00001d014133	True							
Zm00001d014201	TF	M01251	317.0	0.0017695139911634758	1.8031746031746032	4.962599769878892	Homeobox-transcription factor 98	Homeobox-leucine zipper protein ATHB-13	AT1G69780	ATHB13	Homeobox-transcription factor 98 (ATHB13)	True							
Zm00001d014286	TF	M01900	247.0	0.0017695139911634758	2.0103359173126614	5.532737951760654	Zm00001d014286	Calmodulin-binding transcription activator 2	AT2G22300	SR1	Zm00001d014286 (SR1)	True							
Zm00001d014507	TF	M06708	711.0	0.005625	1.1515151515151516	2.5907679994615394	ARF-transcription factor 19	Auxin response factor 16	AT2G28350	ARF10	ARF-transcription factor 19 (ARF10)	True							
Zm00001d014656	TF	M02015	509.0	0.0017695139911634758	1.4302059496567503	3.936135582294883	ZIM-transcription factor 36	GATA transcription factor 24	AT3G21175	ZML1	ZIM-transcription factor 36 (ZML1)	True							
Zm00001d014858	TF	M00889	130.0	0.0017695139911634758	2.471861471861472	6.8029236602133025	high mobility group protein1	DNA-binding protein MNB1B	AT1G20693	NFD2	high mobility group protein1 (NFD2)	True							
Zm00001d014863	TF	M00875	66.0	0.0017695139911634758	2.8511450381679393	7.846767409763419	MYB-related-transcription factor 96	Protein REVEILLE 7	AT5G37260	RVE2	MYB-related-transcription factor 96 (RVE2)	True							
Zm00001d014938	TF	M01263	150.0	0.0017695139911634758	2.379032258064516	6.5474441108586445	Trihelix-transcription factor 22	Trihelix transcription factor GTL2	AT1G76890	GT2	Trihelix-transcription factor 22 (GT2)	True							
Zm00001d015118	TF	M01160	346.0	0.0017695139911634758	1.7411347517730495	4.79185704105683	bZIP-transcription factor 14	bZIP transcription factor 16	AT1G32150	bZIP68	bZIP-transcription factor 14 (bZIP68)	True							
Zm00001d015201	TF	M07248	357.0	0.0017695139911634758	1.72	4.7336911185218025	NLP-transcription factor 15	Protein NLP6	AT1G64530	NLP6	NLP-transcription factor 15 (NLP6)	True							
Zm00001d015421	TF	M01154	407.0	0.0017695139911634758	1.5806451612903225	4.350166256706082	bZIP-transcription factor 104	Basic leucine zipper 9	AT5G24800	BZO2H2	bZIP-transcription factor 104 (BZO2H2)	True	Basic leucine zipper 9	0.0	0.968154924890365	0.3	0.10099999999999999	0.0	BSCs
Zm00001d015451	TF	M02481	329.0	0.0017695139911634758	1.7651715039577835	4.858009692414379	SBP-domain protein1	SBP-domain protein1	AT1G02065	SPL8	SBP-domain protein1 (SPL8)	True							
Zm00001d015521	TF	M01278	669.0	0.0017695139911634758	1.1925	3.2819341039751446	G2-like-transcription factor 24	Two-component response regulator ARR12	AT2G25180	RR12	G2-like-transcription factor 24 (RR12)	True	Two-component response regulator ARR12	1e-06	0.552191728096827	0.152	0.069	0.033943	BSCs
Zm00001d015549	TF	M01064	386.0	0.0017695139911634758	1.62987012987013	4.48564055704082	knotted related homeobox6	knotted related homeobox6	AT5G25220	KNAT3	knotted related homeobox6 (KNAT3)	True							
Zm00001d015614	TF	M01277	141.0	0.0017695139911634758	2.406779661016949	6.623809014880724	MYB-transcription factor 50	Transcription factor MYB44	AT4G37260	MYB73	MYB-transcription factor 50 (MYB73)	True							
Zm00001d015639	TF	M00719	40.0	0.0017695139911634758	3.115207373271889	8.573505508843473	AP2-EREBP-transcription factor 138	Ethylene-responsive transcription factor 3	AT1G50640	ERF3	AP2-EREBP-transcription factor 138 (ERF3)	True							
Zm00001d015759	TF	M01603	52.0	0.0017695139911634758	2.958333333333333	8.141765247457556	AP2-EREBP-transcription factor 46	Ethylene responsive element	AT1G15360	WIN1	AP2-EREBP-transcription factor 46 (WIN1)	True							
Zm00001d015990	TF	M01320	369.0	0.0017695139911634758	1.6843971631205674	4.635706913446017	CPP-transcription factor 9	Protein tesmin/TSO1-like CXC 5	AT4G29000		CPP-transcription factor 9	True							
Zm00001d016082	TF	M07268	541.0	0.0017695139911634758	1.3686868686868687	3.766826089732818	HMG-transcription factor 9	High mobility group B protein 6	AT4G23800	3xHMG-box2	HMG-transcription factor 9 (3xHMG-box2)	True							
Zm00001d016119	TF	M00971	440.0	0.0017695139911634758	1.5174825174825175	4.17633343925529	NAC-transcription factor 19	Protein SOMBRERO	AT1G79580	URP7	NAC-transcription factor 19 (URP7)	True							
Zm00001d016737	TF	M00153	34.0	0.0017695139911634758	3.216	8.850901533236115	E2F-DP-transcription factor 24	Transcription factor E2FB	AT2G36010	E2F3	E2F-DP-transcription factor 24 (E2F3)	True							
Zm00001d016873	TF	M01705	239.0	0.0017695139911634758	2.0324324324324325	5.593550787442482	bHLH-transcription factor 152	Transcription factor bHLH69	AT5G58010	LRL3	bHLH-transcription factor 152 (LRL3)	True							
Zm00001d016952	TF	M01281	602.0	0.0017695139911634758	1.2795698924731185	3.5215631601906385	MYB-transcription factor 126	DNA binding protein	AT5G15310	MYB16	MYB-transcription factor 126 (MYB16)	True							
Zm00001d016957	TF	M06986	643.0	0.0017695139911634758	1.2343234323432344	3.3970382959689043	MADS-transcription factor 19	Agamous-like MADS-box protein AGL16	AT4G37940	AGL21	MADS-transcription factor 19 (AGL21)	True							
Zm00001d017350	TF	M00891	5.0	0.0017695139911634758	3.9399293286219086	10.843260738663428	TCP-transcription factor 16	Transcription factor TCP21	AT5G08330	TCP11	TCP-transcription factor 16 (TCP11)	True							
Zm00001d017383	TF	M00876	363.0	0.0017695139911634758	1.7093023255813953	4.704249556670531	MYB-transcription factor 26	myb domain protein 19	AT5G52260	MYB19	MYB-transcription factor 26 (MYB19)	True							
Zm00001d017385	TF	M07061	438.0	0.0017695139911634758	1.5194805194805194	4.181832232460366	MYB-transcription factor 89	MYB-transcription factor 89	AT3G61250	MYB17	MYB-transcription factor 89 (MYB17)	True							
Zm00001d017391	TF	M00889	300.0	0.0017695139911634758	1.8584686774942	5.114777135293753	yabby15	Axial regulator YABBY 1	AT2G45190	YAB1	yabby15 (YAB1)	True							
Zm00001d017409	TF	M00727	452.0	0.0017695139911634758	1.5018587360594795	4.133334511720429	C2C2-GATA-transcription factor 3	GATA zinc finger family protein	AT5G66320	GATA5	C2C2-GATA-transcription factor 3 (GATA5)	True							
Zm00001d017420	TF	M06968	299.0	0.0017695139911634758	1.8732057416267944	5.15533568738535	Trihelix-transcription factor 20	GT-2-like 1	AT1G76890	GT2	Trihelix-transcription factor 20 (GT2)	True							
Zm00001d017477	TF	M00843	435.0	0.0017695139911634758	1.5242494226327945	4.194956950191188	AP2-EREBP-transcription factor 30	Ethylene-responsive transcription factor ERF035	AT2G35700	ERF38	AP2-EREBP-transcription factor 30 (ERF38)	True							
Zm00001d017480	TF	M00843	435.0	0.0017695139911634758	1.5242494226327945	4.194956950191188	AP2-EREBP-transcription factor 104	Ethylene-responsive transcription factor ERF035	AT2G44940		AP2-EREBP-transcription factor 104	True							
Zm00001d017560	TF	M06795	482.0	0.0017695139911634758	1.465863453815261	4.0342702397040675	indeterminate domain p10	indeterminate domain p10	AT2G02070	IDD5	indeterminate domain p10 (IDD5)	True							
Zm00001d017575	TF	M01062	3.0	0.0017695139911634758	4.299632352941177	11.83321597792247	C2C2-Dof-transcription factor 22	Dof zinc finger protein DOF2.5	AT2G46590	DAG2	C2C2-Dof-transcription factor 22 (DAG2)	True							
Zm00001d017609	TF	M01074	66.0	0.0017695139911634758	2.8511450381679393	7.846767409763419	MYB-related-transcription factor 100	Protein REVEILLE 6	AT5G52660		MYB-related-transcription factor 100	True	Protein REVEILLE 6	0.0	0.635913118255516	0.322	0.166	9e-06	BSCs
Zm00001d017702	TF	M00878	423.0	0.0017695139911634758	1.5434083601286173	4.247685143368102	G2-like-transcription factor 47	Probable transcription factor KAN2	AT1G32240	KAN2	G2-like-transcription factor 47 (KAN2)	True							
Zm00001d017778	TF	M01052	204.0	0.0017695139911634758	2.158301158301158	5.939959897759018	bHLH-transcription factor 29	Transcription factor bHLH63	AT4G34530	CIB1	bHLH-transcription factor 29 (CIB1)	True							
Zm00001d017788	TF	M01062	3.0	0.0017695139911634758	4.299632352941177	11.83321597792247	C2C2-Dof-transcription factor 29	Dof zinc finger protein DOF2.1	AT5G62940	HCA2	C2C2-Dof-transcription factor 29 (HCA2)	True							
Zm00001d017831	TF	M06695	443.0	0.0017695139911634758	1.5144694533762058	4.16804104692995	ARID-transcription factor 5	AT-rich interactive domain-containing protein 3	AT2G17410		ARID-transcription factor 5	True							
Zm00001d017900	TF	M01062	3.0	0.0017695139911634758	4.299632352941177	11.83321597792247	C2C2-Dof-transcription factor 42	Dof zinc finger protein DOF5.4	AT3G21270	DOF2	C2C2-Dof-transcription factor 42 (DOF2)	True							
Zm00001d017908	TF	M01710	239.0	0.0017695139911634758	2.0324324324324325	5.593550787442482	bHLH-transcription factor 156	Transcription factor BIM3	AT1G69010	BIM2	bHLH-transcription factor 156 (BIM2)	True							
Zm00001d017932	TF	M06986	643.0	0.0017695139911634758	1.2343234323432344	3.3970382959689043	MADS-transcription factor 26	Agamous-like MADS-box protein AGL16	AT3G57230	AGL16	MADS-transcription factor 26 (AGL16)	True							
Zm00001d017986	TF	M01958	308.0	0.0017695139911634758	1.835266821345708	5.050922239722045	E2F-DP-transcription factor 27	E2F transcription factor-like E2FE	AT3G48160	E2L3	E2F-DP-transcription factor 27 (E2L3)	True							
Zm00001d018045	TF	M00891	5.0	0.0017695139911634758	3.9399293286219086	10.843260738663428	TCP-transcription factor 26	Transcription factor TCP14	AT3G47620	TCP14	TCP-transcription factor 26 (TCP14)	True							
Zm00001d018081	TF	M01612	524.0	0.0017695139911634758	1.3977011494252871	3.8466776263849978	AP2-EREBP-transcription factor 18	AP2 domain-containing protein	AT1G78080	WIND1	AP2-EREBP-transcription factor 18 (WIND1)	True							
Zm00001d018142	TF	M06986	643.0	0.0017695139911634758	1.2343234323432344	3.3970382959689043	MADS-transcription factor 73	MADS-box protein SVP	AT2G22540	SVP	MADS-transcription factor 73 (SVP)	True							
Zm00001d018191	TF	M06570	598.0	0.0017695139911634758	1.2869565217391303	3.541892242372228	AP2-EREBP-transcription factor 136	Ethylene-responsive transcription factor ERF014	AT1G44830		AP2-EREBP-transcription factor 136	True							
Zm00001d018225	TF	M01252	1.0	0.0017695139911634758	5.225	14.379962845509544	Homeobox-transcription factor 71	Homeodomain leucine zipper family IV protein	AT1G73360	HDG11	Homeobox-transcription factor 71 (HDG11)	True							
Zm00001d018380	TF	M01278	669.0	0.0017695139911634758	1.1925	3.2819341039751446	ARR-B-transcription factor 8	Two-component response regulator ARR12	AT2G25180	RR12	ARR-B-transcription factor 8 (RR12)	True							
Zm00001d018416	TF	M00722	229.0	0.0017695139911634758	2.0764331210191083	5.7146471064957325	bHLH-transcription factor 168	Transcription factor SPATULA	AT4G36930	SPT	bHLH-transcription factor 168 (SPT)	True							
Zm00001d018421	TF	M00727	452.0	0.0017695139911634758	1.5018587360594795	4.133334511720429	C2C2-GATA-transcription factor 24	GATA transcription factor 8	AT3G54810	GATA8	C2C2-GATA-transcription factor 24 (GATA8)	True							
Zm00001d018435	TF	M00969	392.0	0.0017695139911634758	1.6182795698924732	4.453741643770513	NAC-transcription factor 104	NAC domain containing protein 74	AT4G28530	NAC074	NAC-transcription factor 104 (NAC074)	True							
Zm00001d018515	TF	M00008	2.0	0.0017695139911634758	4.383720930232558	12.064640019488369	Zm00001d018515	AT-hook motif nuclear-localized protein 9	AT4G12080	ATAHL1	Zm00001d018515 (ATAHL1)	True							
Zm00001d018530	TF	M00891	5.0	0.0017695139911634758	3.9399293286219086	10.843260738663428	TCP-transcription factor 4	Transcription factor TCP21	AT5G23280		TCP-transcription factor 4	True							
Zm00001d018829	TF	M00889	300.0	0.0017695139911634758	1.8584686774942	5.114777135293753	C2C2-YABBY-transcription factor 3	Protein YABBY	AT1G08465	YAB2	C2C2-YABBY-transcription factor 3 (YAB2)	True							
Zm00001d018930	TF	M01320	369.0	0.0017695139911634758	1.6843971631205674	4.635706913446017	CPP-transcription factor 1	Protein tesmin/TSO1-like CXC 2	AT4G14770	TCX2	CPP-transcription factor 1 (TCX2)	True							
Zm00001d018967	TF	M01756	246.0	0.0017695139911634758	2.0119047619047623	5.537055641128078	bHLH-transcription factor 39	Transcription factor bHLH7	AT4G02590	UNE12	bHLH-transcription factor 39 (UNE12)	True	Transcription factor bHLH7	0.0	0.459149638508793	0.509	0.163	0.0	Bundle_sheath
Zm00001d019166	TF	M01156	326.0	0.0017695139911634758	1.78021978021978	4.899424745722794	EM binding protein1 homologue	EM binding protein1 homologue			EM binding protein1 homologue	True							
Zm00001d019207	TF	M00970	136.0	0.0017695139911634758	2.4248366013071894	6.67350435085723	NAC-transcription factor 4	NAC domain-containing protein 2	AT5G63790	NAC102	NAC-transcription factor 4 (NAC102)	True							
Zm00001d019215	TF	M00719	51.0	0.0017695139911634758	2.968609865470852	8.170047764264869	Zm00001d019215	KH domain-containing protein SPIN1	AT3G08620		Zm00001d019215	True							
Zm00001d019216	TF	M00719	51.0	0.0017695139911634758	2.968609865470852	8.170047764264869	AP2-EREBP-transcription factor 64	Ethylene-responsive transcription factor ERF118	AT5G53290	CRF3	AP2-EREBP-transcription factor 64 (CRF3)	True							
Zm00001d019712	TF	M01277	132.0	0.0017695139911634758	2.4479166666666665	6.737024060396218	MYB-transcription factor 153	Sucrose responsive element binding protein	AT5G67300	MYBR1	MYB-transcription factor 153 (MYBR1)	True							
Zm00001d020267	TF	M01603	52.0	0.0017695139911634758	2.958333333333333	8.141765247457556	AP2-EREBP-transcription factor 109	Ethylene-responsive transcription factor ERF056	AT1G78080	WIND1	AP2-EREBP-transcription factor 109 (WIND1)	True							
Zm00001d020384	TF	M00878	423.0	0.0017695139911634758	1.5434083601286173	4.247685143368102	milkweed pod1	milkweed pod1	AT5G16560	KAN1	milkweed pod1 (KAN1)	True							
Zm00001d020408	TF	M01281	602.0	0.0017695139911634758	1.2795698924731185	3.5215631601906385	MYB-transcription factor 159	Typical P-type R2R3 Myb protein	AT1G66230	MYB20	MYB-transcription factor 159 (MYB20)	True							
Zm00001d020457	TF	M07035	745.0	0.0375804289544236	1.114882506527415	1.5887502350529825	MYB-transcription factor 162	Transcription factor MYB30	AT3G47600	MYB94	MYB-transcription factor 162 (MYB94)	True	Transcription factor MYB30	0.0	-0.8287559642713299	0.017	0.138	0.004613	BSCs
Zm00001d020490	TF	M00722	229.0	0.0017695139911634758	2.0764331210191083	5.7146471064957325	bHLH-transcription factor 87	Transcription factor bHLH69	AT2G24260	LRL1	bHLH-transcription factor 87 (LRL1)	True							
Zm00001d020595	TF	M00719	4.0	0.0017695139911634758	4.015748031496063	11.05192487843856	AP2-EREBP-transcription factor 102	Ethylene response factor	AT3G14230	RAP2.2	AP2-EREBP-transcription factor 102 (RAP2.2)	True	Ethylene response factor  	0.0	0.794336952465987	0.868	0.46399999999999997	0.0	Bundle_sheath
