gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d013073	TF	M01756	129.0	0.0018040540540540538	2.293877551020408	6.293827572102345	bHLH-transcription factor 159	Transcription factor bHLH7	AT4G02590	UNE12	bHLH-transcription factor 159 (UNE12)	True							
Zm00001d013119	TF	M01313	173.0	0.0018040540540540538	2.1615384615384614	5.930722135250287	TCP-transcription factor 44	Transcription factor TCP2	AT1G30210	TCP24	TCP-transcription factor 44 (TCP24)	True							
Zm00001d013357	TF	M01052	143.0	0.0018040540540540538	2.2427536231884058	6.153556271901473	bHLH-transcription factor 154	Transcription factor bHLH62	AT1G10120		bHLH-transcription factor 154	True							
Zm00001d013547	TF	M02227	477.0	0.0018040540540540538	1.4427083333333333	3.958431644616749	Homeobox-transcription factor 37	BEL1-like homeodomain protein 3	AT2G16400	BLH7	Homeobox-transcription factor 37 (BLH7)	True	BEL1-like homeodomain protein 3	0.0	0.5779389822555351	0.25	0.133	0.0	MCs
Zm00001d013559	TF	M01064	342.0	0.0018040540540540538	1.71875	4.7158210928647195	Zm00001d013559	Homeobox protein knotted-1-like 1	AT4G08150	KNAT1	Zm00001d013559 (KNAT1)	True							
Zm00001d013560	TF	M01064	342.0	0.0018040540540540538	1.71875	4.7158210928647195	knotted related homeobox10	knotted related homeobox10			knotted related homeobox10	True							
Zm00001d013625	TF	M02261	432.0	0.0018040540540540538	1.5289672544080604	4.195104598479702	LBD-transcription factor 26	LOB domain-containing protein 4	AT1G31320	LBD4	LBD-transcription factor 26 (LBD4)	True							
Zm00001d013631	TF	M00216	17.0	0.0018040540540540538	3.231404958677686	8.866168822527928	TATA-binding protein2	TATA-box-binding protein 2	AT1G55520	TBP2	TATA-binding protein2 (TBP2)	True							
Zm00001d013661	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	Zm00001d013661	Putative axial regulator YABBY 2	AT1G08465	YAB2	Zm00001d013661 (YAB2)	True							
Zm00001d013662	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	C2C2-YABBY-transcription factor 6	C2C2-YABBY-transcription factor 6	AT2G26580	YAB5	C2C2-YABBY-transcription factor 6 (YAB5)	True							
Zm00001d013663	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	Zm00001d013663	Putative axial regulator YABBY 2	AT2G26580	YAB5	Zm00001d013663 (YAB5)	True							
Zm00001d013724	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 26	Dof zinc finger protein DOF1.6	AT1G51700	DOF1	C2C2-Dof-transcription factor 26 (DOF1)	True							
Zm00001d013849	TF	M06968	393.0	0.0018040540540540538	1.6068796068796067	4.408876650948083	Trihelix-transcription factor 19	Trihelix transcription factor GT-2	AT1G76880		Trihelix-transcription factor 19	True							
Zm00001d013895	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	yabby9	Yabby9 protein	AT2G45190	YAB1	yabby9 (YAB1)	True							
Zm00001d014013	TF	M06708	682.0	0.0038978102189781024	1.175257731958763	2.8314066119028345	ARF-transcription factor 17	Auxin response factor 16	AT4G30080	ARF16	ARF-transcription factor 17 (ARF16)	True	Auxin response factor 16	0.0	-0.4054389000459511	0.047	0.106	0.0	MCs
Zm00001d014132	TF	M08108	153.0	0.0018040540540540538	2.2105263157894743	6.065132582593478	E2F-DP-transcription factor 218	Transcription factor-like protein DPB	AT5G03415	DPB	E2F-DP-transcription factor 218 (DPB)	True							
Zm00001d014133	TF	M08108	153.0	0.0018040540540540538	2.2105263157894743	6.065132582593478	Zm00001d014133				Zm00001d014133	True							
Zm00001d014201	TF	M01251	368.0	0.0018040540540540538	1.6493506493506491	4.525406593011149	Homeobox-transcription factor 98	Homeobox-leucine zipper protein ATHB-13	AT1G69780	ATHB13	Homeobox-transcription factor 98 (ATHB13)	True							
Zm00001d014286	TF	M01900	178.0	0.0018040540540540538	2.15	5.899063476165321	Zm00001d014286	Calmodulin-binding transcription activator 2	AT2G22300	SR1	Zm00001d014286 (SR1)	True	nan	0.0	-0.35289539222488703	0.222	0.281	0.000367	MCs
Zm00001d014507	TF	M06708	682.0	0.0038978102189781024	1.175257731958763	2.8314066119028345	ARF-transcription factor 19	Auxin response factor 16	AT2G28350	ARF10	ARF-transcription factor 19 (ARF10)	True							
Zm00001d014656	TF	M02015	551.0	0.0018040540540540538	1.3427230046948355	3.684096853768494	ZIM-transcription factor 36	GATA transcription factor 24	AT3G21175	ZML1	ZIM-transcription factor 36 (ZML1)	True							
Zm00001d014858	TF	M00890	49.0	0.0018040540540540538	2.7433628318584065	7.527103015481577	high mobility group protein1	DNA-binding protein MNB1B	AT1G20693	NFD2	high mobility group protein1 (NFD2)	True							
Zm00001d014863	TF	M00875	24.0	0.0018040540540540538	2.976470588235294	8.166692527878666	MYB-related-transcription factor 96	Protein REVEILLE 7	AT5G37260	RVE2	MYB-related-transcription factor 96 (RVE2)	True							
Zm00001d014938	TF	M01263	171.0	0.0018040540540540538	2.170798898071625	5.956130462192674	Trihelix-transcription factor 22	Trihelix transcription factor GTL2	AT1G76890	GT2	Trihelix-transcription factor 22 (GT2)	True							
Zm00001d015118	TF	M01160	196.0	0.0018040540540540538	2.101449275362319	5.765852403397179	bZIP-transcription factor 14	bZIP transcription factor 16	AT1G32150	bZIP68	bZIP-transcription factor 14 (bZIP68)	True							
Zm00001d015201	TF	M07248	265.0	0.0018040540540540538	1.912844036697248	5.248366694177383	NLP-transcription factor 15	Protein NLP6	AT1G64530	NLP6	NLP-transcription factor 15 (NLP6)	True							
Zm00001d015421	TF	M01154	290.0	0.0018040540540540538	1.8614457831325304	5.10734271262282	bZIP-transcription factor 104	Basic leucine zipper 9	AT5G24800	BZO2H2	bZIP-transcription factor 104 (BZO2H2)	True							
Zm00001d015451	TF	M02481	291.0	0.0018040540540540538	1.8521505376344083	5.081838878567024	SBP-domain protein1	SBP-domain protein1	AT1G02065	SPL8	SBP-domain protein1 (SPL8)	True							
Zm00001d015521	TF	M01278	657.0	0.0018040540540540538	1.1994884910485937	3.2910970919187967	G2-like-transcription factor 24	Two-component response regulator ARR12	AT2G25180	RR12	G2-like-transcription factor 24 (RR12)	True	Two-component response regulator ARR12	0.0	0.5271342567553189	0.171	0.062	0.0	MCs
Zm00001d015549	TF	M01064	342.0	0.0018040540540540538	1.71875	4.7158210928647195	knotted related homeobox6	knotted related homeobox6	AT5G25220	KNAT3	knotted related homeobox6 (KNAT3)	True							
Zm00001d015614	TF	M02327	165.0	0.0018040540540540538	2.180555555555556	5.982900295594028	MYB-transcription factor 50	Transcription factor MYB44	AT4G37260	MYB73	MYB-transcription factor 50 (MYB73)	True							
Zm00001d015639	TF	M00719	26.0	0.0018040540540540538	2.9573459715639814	8.114219352203595	AP2-EREBP-transcription factor 138	Ethylene-responsive transcription factor 3	AT1G50640	ERF3	AP2-EREBP-transcription factor 138 (ERF3)	True							
Zm00001d015743	TF	M08407	528.0	0.0018040540540540538	1.3728070175438596	3.7666398776820595	bZIP-transcription factor 61	Transcription factor HY5	AT5G11260	TED 5	bZIP-transcription factor 61 (TED 5)	True	Transcription factor HY5	0.0	0.345161452768028	0.129	0.068	0.0	MCs
Zm00001d015759	TF	M01603	36.0	0.0018040540540540538	2.825688073394496	7.7529829343243835	AP2-EREBP-transcription factor 46	Ethylene responsive element	AT1G15360	WIN1	AP2-EREBP-transcription factor 46 (WIN1)	True							
Zm00001d015990	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 9	Protein tesmin/TSO1-like CXC 5	AT4G29000		CPP-transcription factor 9	True							
Zm00001d016082	TF	M07268	543.0	0.0018040540540540538	1.3479381443298968	3.698405895510025	HMG-transcription factor 9	High mobility group B protein 6	AT4G23800	3xHMG-box2	HMG-transcription factor 9 (3xHMG-box2)	True							
Zm00001d016119	TF	M00971	384.0	0.0018040540540540538	1.6238095238095238	4.45532811821124	NAC-transcription factor 19	Protein SOMBRERO	AT1G79580	URP7	NAC-transcription factor 19 (URP7)	True							
Zm00001d016737	TF	M00153	10.0	0.0018040540540540538	3.555555555555556	9.755557169885803	E2F-DP-transcription factor 24	Transcription factor E2FB	AT2G36010	E2F3	E2F-DP-transcription factor 24 (E2F3)	True							
Zm00001d016838	TF	M06714	670.0	0.0018040540540540538	1.1632183908045977	3.191580987906605	ARF-transcription factor 36	Auxin response factor 1	AT1G59750	ARF1	ARF-transcription factor 36 (ARF1)	True							
Zm00001d016873	TF	M01705	129.0	0.0018040540540540538	2.293877551020408	6.293827572102345	bHLH-transcription factor 152	Transcription factor bHLH69	AT5G58010	LRL3	bHLH-transcription factor 152 (LRL3)	True							
Zm00001d016952	TF	M01281	741.0	0.09213125845737484	1.0883977900552486	1.1271371288921004	MYB-transcription factor 126	DNA binding protein	AT5G15310	MYB16	MYB-transcription factor 126 (MYB16)	True							
Zm00001d016957	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	MADS-transcription factor 19	Agamous-like MADS-box protein AGL16	AT4G37940	AGL21	MADS-transcription factor 19 (AGL21)	True							
Zm00001d017350	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 16	Transcription factor TCP21	AT5G08330	TCP11	TCP-transcription factor 16 (TCP11)	True							
Zm00001d017383	TF	M00876	425.0	0.0018040540540540538	1.550595238095238	4.254446388541157	MYB-transcription factor 26	myb domain protein 19	AT5G52260	MYB19	MYB-transcription factor 26 (MYB19)	True							
Zm00001d017391	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	yabby15	Axial regulator YABBY 1	AT2G45190	YAB1	yabby15 (YAB1)	True							
Zm00001d017409	TF	M00727	589.0	0.0018040540540540538	1.3026819923371646	3.574234307932298	C2C2-GATA-transcription factor 3	GATA zinc finger family protein	AT5G66320	GATA5	C2C2-GATA-transcription factor 3 (GATA5)	True							
Zm00001d017420	TF	M06968	393.0	0.0018040540540540538	1.6068796068796067	4.408876650948083	Trihelix-transcription factor 20	GT-2-like 1	AT1G76890	GT2	Trihelix-transcription factor 20 (GT2)	True							
Zm00001d017477	TF	M00843	442.0	0.0018040540540540538	1.5105882352941176	4.144677156441189	AP2-EREBP-transcription factor 30	Ethylene-responsive transcription factor ERF035	AT2G35700	ERF38	AP2-EREBP-transcription factor 30 (ERF38)	True							
Zm00001d017480	TF	M00843	442.0	0.0018040540540540538	1.5105882352941176	4.144677156441189	AP2-EREBP-transcription factor 104	Ethylene-responsive transcription factor ERF035	AT2G44940		AP2-EREBP-transcription factor 104	True							
Zm00001d017560	TF	M06795	351.0	0.0018040540540540538	1.6968503937007875	4.655734038138168	indeterminate domain p10	indeterminate domain p10	AT2G02070	IDD5	indeterminate domain p10 (IDD5)	True	indeterminate domain p10	0.0	1.9679939328157097	0.369	0.005	0.0	MCs
Zm00001d017575	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 22	Dof zinc finger protein DOF2.5	AT2G46590	DAG2	C2C2-Dof-transcription factor 22 (DAG2)	True							
Zm00001d017609	TF	M01074	24.0	0.0018040540540540538	2.976470588235294	8.166692527878666	MYB-related-transcription factor 100	Protein REVEILLE 6	AT5G52660		MYB-related-transcription factor 100	True	Protein REVEILLE 6	0.0	0.7520309515061371	0.319	0.156	0.0	MCs
Zm00001d017702	TF	M00878	403.0	0.0018040540540540538	1.5960264900662253	4.379098406763723	G2-like-transcription factor 47	Probable transcription factor KAN2	AT1G32240	KAN2	G2-like-transcription factor 47 (KAN2)	True							
Zm00001d017742	TF	M02545	717.0	0.04079166666666666	1.185897435897436	1.647719754699145	GRF-transcription factor 6	Growth-regulating factor 6	AT3G13960	GRF5	GRF-transcription factor 6 (GRF5)	True							
Zm00001d017778	TF	M01052	72.0	0.0018040540540540538	2.5357142857142856	6.957367222719897	bHLH-transcription factor 29	Transcription factor bHLH63	AT4G34530	CIB1	bHLH-transcription factor 29 (CIB1)	True							
Zm00001d017788	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 29	Dof zinc finger protein DOF2.1	AT5G62940	HCA2	C2C2-Dof-transcription factor 29 (HCA2)	True							
Zm00001d017831	TF	M06695	575.0	0.0018040540540540538	1.3169934640522876	3.6135014149485096	ARID-transcription factor 5	AT-rich interactive domain-containing protein 3	AT2G17410		ARID-transcription factor 5	True							
Zm00001d017900	TF	M01062	5.0	0.0018040540540540538	4.078947368421051	11.191613694071291	C2C2-Dof-transcription factor 42	Dof zinc finger protein DOF5.4	AT3G21270	DOF2	C2C2-Dof-transcription factor 42 (DOF2)	True							
Zm00001d017908	TF	M01710	138.0	0.0018040540540540538	2.2694444444444444	6.2267892248411725	bHLH-transcription factor 156	Transcription factor BIM3	AT1G69010	BIM2	bHLH-transcription factor 156 (BIM2)	True							
Zm00001d017932	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	MADS-transcription factor 26	Agamous-like MADS-box protein AGL16	AT3G57230	AGL16	MADS-transcription factor 26 (AGL16)	True							
Zm00001d017986	TF	M01958	285.0	0.0018040540540540538	1.868	5.125325848128754	E2F-DP-transcription factor 27	E2F transcription factor-like E2FE	AT3G48160	E2L3	E2F-DP-transcription factor 27 (E2L3)	True							
Zm00001d018045	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 26	Transcription factor TCP14	AT3G47620	TCP14	TCP-transcription factor 26 (TCP14)	True							
Zm00001d018081	TF	M01612	490.0	0.0018040540540540538	1.4291845493562232	3.9213257561893444	AP2-EREBP-transcription factor 18	AP2 domain-containing protein	AT1G78080	WIND1	AP2-EREBP-transcription factor 18 (WIND1)	True							
Zm00001d018142	TF	M06986	719.0	0.04079166666666666	1.1144781144781144	1.5484877105040502	MADS-transcription factor 73	MADS-box protein SVP	AT2G22540	SVP	MADS-transcription factor 73 (SVP)	True							
Zm00001d018191	TF	M06570	634.0	0.0018040540540540538	1.2432432432432432	3.411149213118853	AP2-EREBP-transcription factor 136	Ethylene-responsive transcription factor ERF014	AT1G44830		AP2-EREBP-transcription factor 136	True							
Zm00001d018225	TF	M01252	2.0	0.0018040540540540538	5.129411764705883	14.07382585832055	Homeobox-transcription factor 71	Homeodomain leucine zipper family IV protein	AT1G73360	HDG11	Homeobox-transcription factor 71 (HDG11)	True							
Zm00001d018260	TF	M02545	717.0	0.04079166666666666	1.185897435897436	1.647719754699145	growth-regulating factor9	Growth-regulating factor 6	AT3G13960	GRF5	growth-regulating factor9 (GRF5)	True							
Zm00001d018380	TF	M01278	657.0	0.0018040540540540538	1.1994884910485937	3.2910970919187967	ARR-B-transcription factor 8	Two-component response regulator ARR12	AT2G25180	RR12	ARR-B-transcription factor 8 (RR12)	True							
Zm00001d018416	TF	M00722	109.0	0.0018040540540540538	2.357142857142857	6.467411784500187	bHLH-transcription factor 168	Transcription factor SPATULA	AT4G36930	SPT	bHLH-transcription factor 168 (SPT)	True							
Zm00001d018421	TF	M00727	589.0	0.0018040540540540538	1.3026819923371646	3.574234307932298	C2C2-GATA-transcription factor 24	GATA transcription factor 8	AT3G54810	GATA8	C2C2-GATA-transcription factor 24 (GATA8)	True							
Zm00001d018435	TF	M00969	292.0	0.0018040540540540538	1.851851851851852	5.081019359315523	NAC-transcription factor 104	NAC domain containing protein 74	AT4G28530	NAC074	NAC-transcription factor 104 (NAC074)	True							
Zm00001d018515	TF	M00008	1.0	0.0018040540540540538	5.2771084337349405	14.479068661027801	Zm00001d018515	AT-hook motif nuclear-localized protein 9	AT4G12080	ATAHL1	Zm00001d018515 (ATAHL1)	True							
Zm00001d018530	TF	M00891	73.0	0.0018040540540540538	2.5342960288808665	6.953475879889272	TCP-transcription factor 4	Transcription factor TCP21	AT5G23280		TCP-transcription factor 4	True							
Zm00001d018829	TF	M00890	329.0	0.0018040540540540538	1.7488151658767772	4.798312405389625	C2C2-YABBY-transcription factor 3	Protein YABBY	AT1G08465	YAB2	C2C2-YABBY-transcription factor 3 (YAB2)	True							
Zm00001d018930	TF	M02520	491.0	0.0018040540540540538	1.4267990074441688	3.9147804244850364	CPP-transcription factor 1	Protein tesmin/TSO1-like CXC 2	AT4G14770	TCX2	CPP-transcription factor 1 (TCX2)	True							
Zm00001d018967	TF	M01756	129.0	0.0018040540540540538	2.293877551020408	6.293827572102345	bHLH-transcription factor 39	Transcription factor bHLH7	AT4G02590	UNE12	bHLH-transcription factor 39 (UNE12)	True							
Zm00001d019166	TF	M01156	159.0	0.0018040540540540538	2.1902985074626864	6.009632524312814	EM binding protein1 homologue	EM binding protein1 homologue			EM binding protein1 homologue	True							
Zm00001d019207	TF	M00970	18.0	0.0018040540540540538	3.2214765100671134	8.838927637144852	NAC-transcription factor 4	NAC domain-containing protein 2	AT5G63790	NAC102	NAC-transcription factor 4 (NAC102)	True							
Zm00001d019215	TF	M00719	30.0	0.0018040540540540538	2.9086757990867578	7.980680544371476	Zm00001d019215	KH domain-containing protein SPIN1	AT3G08620		Zm00001d019215	True							
Zm00001d019216	TF	M00719	30.0	0.0018040540540540538	2.9086757990867578	7.980680544371476	AP2-EREBP-transcription factor 64	Ethylene-responsive transcription factor ERF118	AT5G53290	CRF3	AP2-EREBP-transcription factor 64 (CRF3)	True							
Zm00001d019712	TF	M02327	164.0	0.0018040540540540538	2.183745583038869	5.991652934949737	MYB-transcription factor 153	Sucrose responsive element binding protein	AT5G67300	MYBR1	MYB-transcription factor 153 (MYBR1)	True							
Zm00001d020267	TF	M01603	36.0	0.0018040540540540538	2.825688073394496	7.7529829343243835	AP2-EREBP-transcription factor 109	Ethylene-responsive transcription factor ERF056	AT1G78080	WIND1	AP2-EREBP-transcription factor 109 (WIND1)	True							
Zm00001d020384	TF	M00878	403.0	0.0018040540540540538	1.5960264900662253	4.379098406763723	milkweed pod1	milkweed pod1	AT5G16560	KAN1	milkweed pod1 (KAN1)	True							
